Id,SalePrice
2293,429018.287
2294,397456.526
2295,412012.444
2296,294859.709
2297,312158.604
2298,347734.271
2299,412405.076
2300,304140.368
2301,303988.352
2302,255119.696
2303,282836.61
2304,277300.332
2305,221510.636
2306,221510.636
2307,221798.584
2308,270224.151
2309,316593.378
2310,252045.947
2311,224334.101
2312,183095.517
2313,177878.124
2314,172517.325
2315,176711.656
2316,181515.141
2317,190270.635
2318,178483.725
2319,174090.445
2320,187987.157
2321,246035.84
2322,186733.453
2323,165850.063
2324,156832.242
2325,210426.344
2326,157334.305
2327,197358.517
2328,198700.376
2329,181299.077
2330,181223.821
2331,337553.103
2332,336171.707
2333,302651.912
2334,252984.74
2335,276311.206
2336,320359.418
2337,220396.989
2338,279708.02
2339,267137.307
2340,376973.18
2341,227659.193
2342,264581.714
2343,236790.936
2344,227295.812
2345,276635.927
2346,249907.148
2347,216709.445
2348,250057.66
2349,202749.457
2350,305230.832
2351,306623.068
2352,286915.715
2353,258327.3
2354,151181.64
2355,162149.62
2356,183392.634
2357,213389.256
2358,193384.067
2359,143628.033
2360,115390.151
2361,138346.438
2362,259884.384
2363,131340.768
2364,133758.356
2365,249983.473
2366,232063.124
2367,261441.396
2368,213887.345
2369,263227.46
2370,195851.128
2371,203487.022
2372,217853.322
2373,263454.297
2374,300821.039
2375,254125.76
2376,290491.046
2377,332196.306
2378,153020.369
2379,224887.343
2380,154268.134
2381,181800.265
2382,193625.941
2383,213934.319
2384,217734.495
2385,158596.423
2386,154304.064
2387,137464.876
2388,84825.746
2389,118647.161
2390,126245.259
2391,136231.191
2392,111282.214
2393,145676.036
2394,131411.723
2395,183785.811
2396,144570.21
2397,193322.866
2398,125643.282
2399,73422.241
2400,54452.396
2401,114679.566
2402,130932.001
2403,181468.126
2404,130619.224
2405,153963.811
2406,132307.702
2407,120319.394
2408,146280.518
2409,133057.142
2410,175437.071
2411,112487.379
2412,146082.769
2413,135165.233
2414,179074.793
2415,175127.972
2416,117029.606
2417,119801.179
2418,130111.31
2419,146980.425
2420,115222.393
2421,148895.809
2422,115599.742
2423,136689.808
2424,148756.566
2425,228803.772
2426,126930.088
2427,135430.826
2428,152678.189
2429,93770.79
2430,119312.83
2431,112736.37
2432,140045.102
2433,132530.204
2434,137922.838
2435,149098.354
2436,78608.211
2437,108848.224
2438,112535.768
2439,127053.762
2440,131993.72
2441,99154.46
2442,119323.916
2443,123080.992
2444,143204.785
2445,89183.04
2446,150732.464
2447,192344.153
2448,115623.739
2449,117356.428
2450,154317.956
2451,141110.516
2452,183857.005
2453,80170.022
2454,99686.01
2455,96713.69
2456,129585.528
2457,125542.228
2458,106858.216
2459,105315.468
2460,135041.588
2461,115825.51
2462,138939.934
2463,128650.161
2464,182963.625
2465,140089.073
2466,129171.62
2467,126338.041
2468,90763.416
2469,105588.848
2470,178953.925
2471,172943.804
2472,181700.308
2473,110666.535
2474,102867.847
2475,179130.914
2476,105139.521
2477,117000.601
2478,158209.58
2479,125454.002
2480,139148.575
2481,135148.636
2482,123011.46
2483,113569.962
2484,134484.037
2485,122235.157
2486,152333.364
2487,191469.088
2488,132772.137
2489,152866.558
2490,151147.496
2491,60631.574
2492,189512.465
2493,138438.928
2494,147089.665
2495,83358.886
2496,231953.758
2497,149594.989
2498,111797.176
2499,71846.915
2500,130768.638
2501,140635.261
2502,132188.708
2503,112888.68
2504,207294.16
2505,196643.735
2506,274298.136
2507,303176.272
2508,274298.136
2509,228513.772
2510,250006.635
2511,191424.204
2512,198498.268
2513,211085.094
2514,222563.057
2515,170163.327
2516,167944.332
2517,154096.171
2518,157306.381
2519,204496.157
2520,193196.944
2521,189720.183
2522,203585.25
2523,142839.983
2524,154688.225
2525,159486.394
2526,167297.114
2527,139565.278
2528,142526.06
2529,200053.678
2530,150936.476
2531,222469.442
2532,207868.709
2533,199325.628
2534,257626.588
2535,285075.802
2536,203348.874
2537,230502.705
2538,180461.557
2539,186394.951
2540,192916.425
2541,178216.776
2542,177627.627
2543,106351.212
2544,135056.473
2545,136170.428
2546,140750.68
2547,131545.462
2548,142832.793
2549,142785.544
2550,586713.071
2551,134459.304
2552,129279.23
2553,63736.689
2554,87864.259
2555,106541.157
2556,102165.477
2557,115899.697
2558,152067.614
2559,169413.903
2560,150266.738
2561,134817.736
2562,124307.915
2563,153645.704
2564,179225.178
2565,106006.01
2566,185103.769
2567,152368.419
2568,208465.833
2569,191382.241
2570,113394.798
2571,223687.506
2572,166695.545
2573,229979.072
2574,369057.285
2575,137643.253
2576,138497.021
2577,151121.702
2578,94930.14
2579,53923.806
2580,140274.452
2581,127729.265
2582,129307.154
2583,261555.956
2584,149836.934
2585,186775.865
2586,178476.189
2587,169644.382
2588,117659.709
2589,130743.444
2590,232319.485
2591,253218.297
2592,238006.893
2593,301355.148
2594,203221.375
2595,242540.358
2596,345418.386
2597,223615.205
2598,249428.23
2599,344996.46
2600,157776.017
2601,132674.667
2602,106423.926
2603,103213.716
2604,102039.784
2605,108667.638
2606,146970.44
2607,154222.247
2608,171212.479
2609,137327.275
2610,94922.657
2611,136335.302
2612,147264.345
2613,109367.533
2614,114998.834
2615,141832.645
2616,135009.108
2617,205467.024
2618,215594.67
2619,206050.624
2620,169421.528
2621,173825.073
2622,180284.19
2623,252587.107
2624,260066.041
2625,325656.588
2626,171496.432
2627,221436.732
2628,366435.06
2629,421615.951
2630,291818.668
2631,386159.98
2632,364153.672
2633,281764.559
2634,352011.291
2635,166306.254
2636,186984.508
2637,170974.706
2638,261161.04
2639,196476.859
2640,166024.664
2641,122340.57
2642,180796.226
2643,128500.704
2644,136872.275
2645,114131.859
2646,114330.631
2647,121329.439
2648,133276.35
2649,135233.006
2650,127920.275
2651,140789.051
2652,365940.196
2653,288008.098
2654,263867.709
2655,363536.935
2656,330333.06
2657,335639.956
2658,317347.048
2659,281552.296
2660,345250.068
2661,309202.048
2662,349953.819
2663,283074.61
2664,311992.055
2665,341600.832
2666,290785
2667,173236.981
2668,176849.269
2669,192239.121
2670,267933.763
2671,176849.269
2672,190474.233
2673,199880.437
2674,200628.375
2675,179298.717
2676,184463.024
2677,191144.714
2678,225916.181
2679,301716.971
2680,291421.158
2681,384594.61
2682,339001.864
2683,417439.536
2684,311499.069
2685,316183.187
2686,276328.756
2687,287309.38
2688,260877.82
2689,244864.996
2690,371192.716
2691,214351.78
2692,162074.364
2693,208288.477
2694,161497.045
2695,195613.232
2696,185030.82
2697,196814.712
2698,187101.26
2699,198227.318
2700,182423.558
2701,164737.329
2702,132368.729
2703,118876.656
2704,133237.287
2705,119482.98
2706,115656.427
2707,121089.154
2708,122417.964
2709,87710.203
2710,114828.938
2711,297501.067
2712,334040.967
2713,202248.463
2714,178003.132
2715,210751.475
2716,173099.662
2717,194085.325
2718,264934.688
2719,171304.714
2720,184844.253
2721,132576.455
2722,163874.687
2723,132600.951
2724,111918.683
2725,123044.741
2726,145682.55
2727,138384.025
2728,146955.715
2729,132853.819
2730,139819.519
2731,100448.557
2732,114822.453
2733,148066.995
2734,149907.633
2735,130580.75
2736,126537.294
2737,115741.702
2738,172512.662
2739,143878.823
2740,135205.058
2741,139905.292
2742,161676.145
2743,142273.235
2744,138901.237
2745,128159.755
2746,129679.17
2747,136252.983
2748,102110.237
2749,119147.535
2750,122020.162
2751,116965.182
2752,147773.791
2753,157219.222
2754,245679.372
2755,133297.801
2756,118384.273
2757,94212.293
2758,96518.141
2759,134840.549
2760,143756.584
2761,139504.142
2762,141636.568
2763,165930.697
2764,115576.043
2765,204849.153
2766,142379.668
2767,69754.093
2768,149612.247
2769,130145.672
2770,131525.009
2771,110679.097
2772,110152.305
2773,169990.588
2774,155281.837
2775,134689.331
2776,149200.536
2777,137216.529
2778,87745.61
2779,145950.793
2780,86383.868
2781,101652.653
2782,104060.845
2783,117682.181
2784,125180.914
2785,148878.386
2786,74560.493
2787,117682.181
2788,101050.605
2789,185342.812
2790,86009.389
2791,127738.549
2792,92330.893
2793,136778.255
2794,93447.948
2795,130983.168
2796,99319.717
2797,208248.501
2798,102779.692
2799,123156.627
2800,59936.717
2801,115650.269
2802,126154.27
2803,199756.403
2804,96994.967
2805,64185.149
2806,101088.233
2807,133541.955
2808,143303.678
2809,115620.195
2810,107088.668
2811,166065.878
2812,141422.505
2813,206625.152
2814,208448.888
2815,85698.455
2816,220938.657
2817,154520.769
2818,121660.451
2819,161932.404
2820,137159.517
2821,87447.439
2822,160803.869
2823,286723.322
2824,171723.275
2825,150207.872
2826,145539.355
2827,140408.424
2828,248377.951
2829,212500.16
2830,228098.605
2831,173436.219
2832,233554.665
2833,300399.88
2834,204016.685
2835,223444.284
2836,204506.1
2837,165592.361
2838,166060.806
2839,179244.958
2840,195874.012
2841,191501.598
2842,199653.975
2843,152539.355
2844,176019.448
2845,136079.842
2846,200934.909
2847,188648.013
2848,225036.884
2849,199929.201
2850,263150.185
2851,208873.904
2852,214652.725
2853,206892.519
2854,160321.946
2855,200744.118
2856,195512.757
2857,187774.288
2858,195813.781
2859,132322.385
2860,121663.35
2861,119429.583
2862,175186.216
2863,119801.238
2864,223854.516
2865,127156.773
2866,158564.174
2867,98680.041
2868,131529.285
2869,120785.847
2870,123949.324
2871,66967.82
2872,62427.394
2873,106201.279
2874,137211.113
2875,94511.516
2876,140636.389
2877,123364.009
2878,148144.716
2879,131491.657
2880,104070.829
2881,145854.062
2882,168309.792
2883,180727.12
2884,178673.657
2885,164355.645
2886,213634.489
2887,97109.649
2888,129798.397
2889,47561.759
2890,88482.853
2891,161967.429
2892,16065.322
2893,66248.175
2894,58917.229
2895,306042.776
2896,255455.187
2897,181238.082
2898,185427.689
2899,213517.664
2900,151777.982
2901,217586.66
2902,215545.115
2903,298256.684
2904,340818.404
2905,91074.472
2906,177187.42
2907,108416.072
2908,119519.61
2909,194260.577
2910,82430.161
2911,106674.423
2912,148417.61
2913,90029.216
2914,96653.545
2915,96653.545
2916,90029.216
2917,137932.938
2918,111345.711
2919,181025.953
